,Reply,sentiment
157,"['alive', 'one', 'speak', 'death', 'express', 'outragehypocrites', 'thy', 'name', 'indian']",0.1
158,"['lol', 'live', 'forever', 'since', 'carry', 'evangelism', 'heathen', 'support', 'naxalites', 'kudos']",0.4681818181818182
159,"['sanatani', 'first', 'low', 'fall', 'human', 'right', 'activist', 'people', 'like', 'black', 'mark', 'hinduism', 'end', 'day', 'life', 'work', 'sacrifice', 'label']",0.07380952380952381
160,"['surya', 'ravi', 'lol', 'zimmi', 'talk', 'hinduism', 'support', 'antihindu', 'evangelist', 'naxalite', 'every', 'jihadi', 'naxalite', 'india', 'claim', 'human', 'right', 'activist', 'wonder', 'come', 'single', 'one', 'come', 'support', 'kashmiri', 'hin']",0.2535714285714286
161,"['sanatani', 'first', 'man', 'really', 'desperate', 'butthurt', 'reply', 'comment']",-0.175
162,"['lol', 'convert', 'field', 'day', 'today']",0.8
163,"['judiciary', 'country', 'bro', 'belong', 'clan', 'time', 'people', 'country', 'question', 'hold', 'judge', 'accountability']",0.0
164,"['hinduism', 'exist', 'year', 'think', 'old', 'man', 'go', 'convert', 'hindu', 'christian', 'wake', 'man']",0.05
165,"['judicial', 'murder']",0.0
166,"['gopal', 'sriniwasan', 'lol', 'gopal', 'srinivasnan', 'name', 'apologist', 'naxalite', 'evangelist']",0.8
167,"['low', 'knowledge', 'fr', 'stan', 'swamy', 'read']",0.0
168,"['edna', 'jam', 'absolutely', 'disagree']",0.2
169,"['edna', 'jam', 'u', 'people', 'bcoz', 'christian', 'support', 'blindly', 'maoist', 'naxal', 'support']",-0.25
170,"['yes', 'think', 'murder', 'u', 'murder', 'many', 'become', 'self', 'proclaim', 'activist', 'ur', 'non', 'violent', 'ur']",-0.15000000000000002
171,"['sofia', 'auddy', 'andh', 'bhakto', 'ki', 'koi', 'kami', 'nahi', 'hai', 'bmera', 'bharat']",0.0
172,"['good', 'chamchagodi', 'key', 'board', 'warriorhe', 'jail', 'evidiencewhile', 'pragiya', 'thakur', 'convict', 'evidence', 'member', 'parliament']",0.19999999999999998
173,"['power', 'especially', 'judicial', 'power', 'kill', 'innocent', 'priest', 'liable', 'pay', 'heavy', 'price']",0.05
174,"['amal', 'raj', 'innocentnice', 'joke']",0.0
175,"['fool', 'say', 'evidence', 'careful', 'tarnish', 'image', 'person', 'baseless', 'bakwaas', 'uapa', 'bakwas', 'hai', 'murder', 'voiceless', 'powerless']",-0.3
176,"['dennismurmu', 'sdb', 'frustrate']",0.0
177,"['anti', 'indian']",0.0
178,['per'],0.0
179,"['adivasis', 'underprivileged']",0.0
180,"['jam', 'watkins', 'shame', 'government', 'independence', 'still', 'underprivileged', 'country', 'condemn', 'first', 'rather', 'make', 'stupid', 'statement']",-0.27499999999999997
181,"['jam', 'watkins', 'worry', 'earth', 'soon', 'clesned', 'quotborn', 'sinnersquotand', 'lord', 'happy']",0.8
182,"['die', 'cardiac', 'arrest', 'anyone', 'could', 'cardiac', 'arrest']",-0.05
183,"['tomorrow', 'u', 'r', 'book', 'falsely', 'n', 'jail', 'n', 'u', 'ask', 'medical', 'bail', 'n', 'get', 'reject', 'n', 'u', 'side', 'heart', 'attack', 'take', 'normally', 'okay']",0.13333333333333333
184,"['michael', 'brite', 'know', 'innocent']",0.5
185,"['ashish', 'sharma', 'fair', 'case', 'tomorrow', 'u', 'get', 'arrest', 'falsely', 'n', 'people', 'say', 'know', 'wether', 'u', 'r', 'innocent']",0.18749999999999994
186,"['michael', 'brite', 'court', 'always', 'examine', 'evidence', 'bail', 'remember', 'uapa', 'bail', 'grant', 'delhi', 'case']",0.0
187,"['ashish', 'sharma', 'yeahafter', 'many', 'plea']",0.5
188,"['michael', 'brite', 'atleast', 'get', 'bail', 'uapa']",0.0
189,"['ashish', 'sharma', 'big', 'deal', 'leave', 'free', 'first', 'bail', 'even', 'pregnant', 'woman', 'imprison']",0.24583333333333335
190,"['michael', 'brite', 'provision', 'bail', 'first', 'instance', 'accuse', 'book', 'uapa', 'condition', 'bail', 'depend', 'upon', 'material', 'evidence', 'provide', 'prosecution', 'defense', 'pregnancy', 'condition', 'bail', 'first', 'instance']",0.25
191,"['ashish', 'sharma', 'first', 'place', 'r', 'even', 'book', 'uapa', 'kill', 'anyonethey', 'protest', 'right', 'protest']",0.26785714285714285
192,"['michael', 'brite', 'book', 'uapa', 'might', 'evidence', 'upto', 'court', 'grant', 'bail', 'right', 'protest', 'make', 'loophole', 'hide', 'misdeed', 'moreover', 'stan', 'swamy', 'die', 'cardiac']",0.11785714285714285
193,"['yeah', 'like', 'fr', 'stan', 'shame', 'raise', 'voice', 'govt', 'n', 'r', 'jail', 'terrorist', 'law', 'shame']",-0.1
194,"['michael', 'brite', 'know', 'reality', 'let', 'law', 'take', 'course']",0.0
195,"['half', 'knowledge', 'dangerous']",-0.3833333333333333
196,"['edna', 'jam', 'true']",0.35
197,"['ur', 'antinational', 'hindu', 'support', 'antinational']",0.0
198,"['mohd', 'ghani', 'badwa', 'patriot', 'love', 'india', 'modi', 'government']",0.5
199,"['best', 'hope', 'lol', 'hinduhating', 'monotheistic', 'cult', 'nothing', 'india', 'ramachandran', 'also', 'convert', 'since', 'ashamed', 'naxalite', 'dy', 'natural', 'death', 'sadhu', 'lynch', 'christian', 'convert']",0.47500000000000003
200,"['sanatani', 'first', 'gobar', 'head', 'need', 'certificate', 'patriotic']",0.25
201,"['best', 'hope', 'lol', 'convert', 'sell', 'soul', 'church', 'abuse', 'hindu', 'heathen', 'every', 'sunday', 'abuse', 'hindu', 'god', 'satan', 'abuse', 'hindu', 'gobar', 'head', 'sure', 'patriotic', 'tell', 'next', 'joke', 'goa', 'inquisition', 'love']",0.5599999999999999
202,"['sanatani', 'first', 'weaked', 'creature', 'waste', 'time', 'come', 'let', 'teach', 'little', 'real', 'n', 'live', 'god', 'christian', 'r', 'convert', 'child', 'real', 'n', 'live', 'god', 'create', 'heaven', 'n', 'earth', 'word', 'n', 'word', 'jesus', 'christ']",0.04526515151515151
203,"['sanatani', 'first', 'read', 'buddhist', 'persecution', 'hindu', 'king', 'upper', 'caste', 'persecution', 'lower', 'caste', 'sanatani', 'history', 'pious', 'either', 'go', 'tend', 'cow']",0.029166666666666667
204,"['internet', 'user', 'problem', 'want', 'slide', 'economic', 'spectrum', 'cant', 'stop', 'anyone', 'shoot', 'hisher', 'foot', 'time']",0.2
205,"['sanatani', 'first', 'india', 'toh', 'kyafull', 'earth', 'n', 'heaven', 'belong', 'u', 'belong', 'creator', 'create', 'heaven', 'earth', 'include', 'sad', 'coz', 'choose', 'hell', 'jesus', 'christ', 'son', 'live', 'god']",-0.03787878787878788
