,Reply,sentiment
220,"['sanatani', 'first', 'u', 'want', 'christian']",0.0772
221,"['jonas', 'markam', 'seriously', 'argument', 'want', 'evangelist', 'throw', 'perform', 'heal', 'session', 'western', 'country', 'dupe', 'harvest', 'soul', 'instead', 'denigrate', 'destroy', 'culture']",-0.836
222,"['people', 'without', 'conscience', 'sleep', 'peacefully', 'arm', 'demonic']",-0.4168
223,"['cow', 'precious', 'human', 'country', 'right']",0.5719
224,"['dinagaran', 'ur', 'mentality', 'show', 'fundamentalist', 'injustice', 'need', 'bring', 'cow']",-0.5719
225,"['unless', 'usa', 'impose', 'sanction', 'india', 'nothing', 'change']",-0.296
226,"['vinod', 'yadav', 'course', 'name', 'cow', 'people', 'lynch', 'human', 'one', 'take', 'action']",0.0
227,"['michael', 'brite', 'cow', 'holy', 'animal', 'everyone', 'know', 'conversion', 'factory', 'run', 'christian', 'misinory', 'people', 'already', 'convert', 'new', 'survey', 'show']",0.0
228,"['gurinder', 'singh', 'usa', 'biggest', 'human', 'right', 'abuser']",-0.5574
229,"['vinod', 'yadav', 'u', 'mean', 'conversion', 'factory', 'even', 'r', 'convert', 'u', 'care', 'u', 'remain', 'faithful', 'ur', 'religion', 'bro']",0.7269
230,"['michael', 'brite', 'care', 'government', 'give', 'message', 'activist', 'involve', 'conversion', 'face', 'heet']",0.4939
231,"['vinod', 'yadav', 'christian', 'country', 'government', 'tell', 'ur', 'guru', 'mind', 'ur', 'business', 'n', 'convert', 'would', 'cool']",0.3182
232,"['michael', 'brite', 'convert']",0.0
233,"['vinod', 'yadav', 'stop', 'ur', 'lie', 'man', 'ur', 'guru', 'set', 'class', 'name', 'yoga', 'n', 'convert', 'movementthis', 'movementn', 'r', 'bring', 'india', 'different', 'ashram', 'n', 'r', 'induct', 'ur', 'ritual', 'hypocrite']",-0.296
234,"['michael', 'brite', 'happen', 'convert', 'respect', 'believe', 'faith', 'celebrate', 'festival', 'friend', 'oppose', 'conversion', 'cause', 'distance', 'community']",0.9432
235,"['v', 'true']",0.4215
236,"['v', 'true']",0.4215
237,"['yo', 'mad', 'fellow', 'place', 'preach', 'gospel', 'cause', 'people', 'like', 'u', 'christianity', 'get', 'worse', 'imageknow', 'u', 'preach', 'n', 'preach']",-0.5859
238,"['shame', 'discriminate', 'society']",-0.4767
239,"['shame', 'government', 'year', 'independence', 'still', 'poverty']",-0.7506
240,"['whats', 'deal', 'bengali']",0.0
241,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",0.5106
242,"['alvanor', 'elf', 'another', 'devil', 'like', 'govt', 'unpad', 'people', 'become', 'pm']",-0.4404
243,"['lata', 'raymond', 'atleast', 'become', 'naxals', 'blindly', 'get', 'influence', 'fake', 'concept', 'ideology']",-0.4767
244,"['alvanor', 'elf', 'ur', 'hurt', 'put', 'u', 'speak', 'like', 'freak']",-0.5859
245,"['lata', 'raymond', 'hurt', 'lol', 'speak', 'fact', 'call', 'hurt', 'ur', 'language']",-0.6124
246,"['lata', 'raymond', 'look', 'name', 'lata', 'raymond', 'grandfather', 'convert']",0.0
247,"['akshay', 'g', 'least', 'become', 'better', 'personwhile', 'still', 'stick', 'namelol']",0.4404
248,"['samurai', 'josh', 'come', 'another', 'convert']",0.0
249,"['clever', 'try', 'kuwait', 'provide', 'fund']",0.4588
250,"['swapan', 'chakravarthy', 'bring', 'kuwait']",0.0
251,"['surprise', 'incompetent', 'govt', 'rule', 'country']",-0.25
252,"['sad', 'day', 'fir', 'christian', 'missionary']",-0.4767
253,"['cute', 'baccha', 'u', 'cow', 'tend']",0.4588
254,"['syladin', 'stormlight', 'u', 'reply', 'register', 'fall', 'trap', 'polarise', 'create', 'atmosphere', 'suspicion', 'witch', 'hunt']",-0.6486
255,"['rituraj', 'u', 'r', 'ryt']",0.0
256,"['social', 'activist', 'think', 'change', 'dictionary']",0.0
257,"['wt', 'business', 'father', 'near', 'adhivasis', 'certainly', 'suspicious', 'trust', 'govt', 'missionary', 'ulterior', 'motif']",0.4939
258,"['chase', 'missionary']",0.0
259,"['indeed', 'dark', 'day', 'indian', 'democracy', 'death', 'stir', 'u']",-0.5994
260,"['cute', 'baccha', 'sad', 'day', 'humanity', 'understand']",-0.0258
261,"['syladin', 'stormlight', 'poor', 'strew', 'urchin', 'convert', 'promise', 'gram', 'rice', 'whats', 'grandpops', 'name', 'muniswamy', 'muniyappa', 'bet']",-0.2023
262,"['guy', 'please', 'ignore', 'alvanor', 'elf', 'id', 'suggest', 'elf', 'brain']",-0.0516
263,"['johny', 'bapparice', 'bag', 'convert']",0.0
264,"['syladin', 'stormlight', 'nun', 'attend', 'wait', 'order', 'vatican', 'guy', 'blot', 'indian', 'society', 'follow', 'faith', 'destroy', 'half', 'world']",-0.1779
265,"['oh', 'yeh', 'provide', 'bail', 'every', 'naxalite', 'since', 'hindu', 'zimmis', 'demand']",-0.128
266,"['shame', 'u', 'activist', 'jail', 'corrupt', 'let', 'lose']",-0.7003
267,"['cant', 'people', 'work', 'poor', 'provide', 'tribals', 'religion', 'tribals', 'religion', 'year', 'give', 'take', 'kind', 'help', 'service', 'cant', 'selfless', 'return', 'service', 'may', 'wish', 'check', 'dr', 'prakash', 'amte', 'family', 'work', 'without', 'change', 'religion']",0.8848
268,"['never', 'work', 'silently', 'exploit', 'support', 'pillage', 'fund', 'government', 'day']",0.4581
269,"['bla', 'work', 'missionary', 'ashivasis', 'good', 'example', 'set', 'govt']",0.4404
270,"['alvanor', 'elf', 'u', 'modis', 'chamcha']",0.0
271,"['lata', 'raymond', 'anti', 'missionary', 'anti', 'communist', 'prove', 'involve', 'one', 'conversion', 'activity']",-0.5574
272,"['lata', 'raymond', 'maoist']",0.0
273,"['alvanor', 'elf', 'dont', 'prove', 'do', 'something', 'wronga', 'devil', 'like', 'u', 'always', 'aniti', 'missionary', 'community', 'people', 'shetered', 'missionary', 'also', 'industreialist', 'u', 'know', 'exactly', 'missionary', 'help']",-0.0516
274,"['kerala', 'maharashtra', 'chattisgarhpunjabdelhi', 'bengal', 'evm', 'use']",0.0
275,"['hahaha', 'think', 'like', 'looser']",0.7269
276,"['lynch', 'sadhu', 'sir']",0.0
277,"['stan', 'lynch', 'government']",0.0
278,"['talk', 'accuse', 'people', 'possess', 'neutrality', 'lynch', 'saddhu', 'indeed', 'heartwrenching', 'say', 'reaction', 'every', 'channel', 'newspaper', 'report', 'condemn', 'perpetrator', 'godi', 'medium', 'go', 'overboard', 'first', 'blame', 'muslim', 'say', 'muslim', 'name', 'hear', 'audio', 'turn', 'false', 'blame', 'commie', 'missionary', 'even', 'sonia', 'gandhi', 'vatican', 'without', 'iota', 'proof', 'nobody', 'even', 'raise', 'finger', 'gujarat', 'police', 'turn', 'back', 'border', 'late', 'night', 'rate', 'lynchers', 'arrest', 'almost', 'certain', 'mistake', 'kidnapper', 'blame', 'minority', 'even', 'crime', 'commit', 'people', 'temerity', 'talk', 'neutrality', 'doubt', 'diploma', 'whataboutery', 'arnab', 'universityfrstan', 'murder', 'arrest', 'instead', 'celebrate']",-0.9709
