,snippet.textOriginal,sentiment
79,"['jus', 'move', 'away', 'demiseyoung', 'promise', 'actor']",0.0
80,"['much', 'true']",0.35
81,['true'],0.35
82,"['tiger', 'shroffsooraj', 'pancholivarun', 'dhawanananya', 'pandeybullies', 'actor']",0.0
83,['true'],0.35
84,"['person', 'feel', 'guilty', 'heart']",-0.5
85,"['police', 'tell', 'medium', 'hide', 'dead', 'picture', 'sensitive', 'truth', 'want', 'hide', 'murder', 'case']",-0.05
86,['true'],0.35
87,"['exactly', 'u', 'r', 'right', 'friend', 'really', 'want', 'justice', 'sushant', 'murder', 'case', 'need', 'fight', 'bhatt', 'khan', 'movie', 'need', 'boycott', 'bollywood', 'ppl', 'hav', 'feel', 'tht', 'god', 'nobody', 'anything', 'time', 'show', 'real', 'place', 'treat', 'middle', 'class', 'ppl', 'trash', 'time', 'throw', 'trash', 'want', 'justice', 'sushant', 'singh', 'rajput', 'guy', 'let', 'together', 'let', 'write', 'abt', 'spread', 'demand', 'investigation', 'punishment', 'culprit', 'hang', 'death']",0.17142857142857143
88,"['manel', 'perera', 'true']",0.35
89,['rottenwood'],0.0
90,"['shittywoodnot', 'bollywood']",0.0
91,"['actually', 'bloodywood']",0.0
92,['bullywood'],0.0
93,['justiceforsushant'],0.0
94,['boycottallbollywoodmovies'],0.0
95,"['dont', 'understand', 'one', 'thing', 'sushant', 'do', 'kill', 'would', 'someone', 'wan', 'na', 'kill']",-0.2
96,"['yes', 'day', 'go', 'n', 'come', 'nicly', 'talk', 'say']",0.0
97,"['thug', 'bat', 'eye', 'kill']",0.0
98,"['good', 'think']",0.7
99,['murder'],0.0
100,"['murder', 'percent']",0.0
101,"['pooja', 'negi', 'whatwith', 'logic', 'thinkinga', 'man', 'family', 'support', 'always', 'think', 'twice', 'make', 'irrational', 'decision', 'point']",0.0
102,"['think', 'come', 'mind']",0.0
103,"['mellethkushal', 'happy', 'marriage']",0.8
104,"['oh', 'god', 'like', 'indian', 'aunty', 'drag', 'marriage', 'everything']",-0.1
105,"['sushant', 'super', 'intelligent', 'dont', 'think', 'commit', 'suicide', 'definitely', 'kill', 'underworld', 'bollywood', 'biggies']",0.37777777777777777
106,"['statistically', 'marry', 'likely', 'die', 'suicide']",0.0
107,"['tanya', 'k', 'even', 'depress', 'person', 'family', 'wifehusband', 'child', 'commit', 'suicide', 'heshe', 'doesnt', 'feel', 'happy', 'know', 'im', 'talk', 'experience', 'close', 'brother']",0.3666666666666667
108,"['kind', 'agree', 'nikhil']",0.6
109,"['comon', 'man', 'respectful', 'pass', 'away']",0.5
110,"['melleth', 'wife', 'torture']",0.0
111,"['sure', 'think', 'kushal', 'punjabi', 'wife', 'son', 'still', 'drive', 'die', 'suicide']",0.5
112,"['still', 'would']",0.0
113,"['exactlywas', 'think', 'go', 'back', 'pre', 'social', 'medium', 'day', 'news', 'slow', 'genuine', 'one', 'spread', 'course', 'sans', 'drama', 'give', 'everyone', 'phone', 'attention', 'everyone', 'become', 'reporterand', 'news', 'short', 'livedwhich', 'make', 'every', 'human', 'painsufferinghave', 'nots', 'boost', 'short', 'live', 'voyeuristic', 'pleasure', 'ex', 'migrant', 'exodus', 'coverage', 'transgress', 'sympathy', 'poverty', 'porn', 'blink', 'eye']",0.03371212121212121
114,"['aditya', 'weird', 'look', 'man', 'dont', 'know', 'rani', 'saw', 'money']",-0.5
115,"['exactly', 'ban', 'two', 'culprit', 'saman', 'kjo', 'monster', 'rule', 'bhai', 'bollywood', 'boycott', 'someone', 'group', 'together', 'must', 'rot', 'hell']",0.25
116,"['adarsh', 'kamal', 'hey', 'support', 'good', 'actor', 'cant', 'reason', 'ssr', 'ssr', 'boycott', 'remember', 'actor', 'like', 'rajkumar', 'rao', 'exist', 'vidyut', 'exist', 'kalki', 'kaitlyn', 'exist', 'amaze', 'throughout', 'career', 'still', 'lack', 'movie', 'offer', 'prachi', 'desai', 'give', 'movie', 'like', 'rock', 'outim', 'still', 'nowhere', 'support']",0.7
117,['boycottallbollywoodmovies'],0.0
118,"['karan', 'salmanbhatt', 'star', 'kid']",0.0
119,"['police', 'tell', 'medium', 'hide', 'dead', 'picture', 'sensitive', 'truth', 'want', 'hide', 'murder', 'case']",-0.05
120,"['ankush', 'gupta', 'really']",0.2
121,"['even', 'give', 'right', 'come', 'bollywood']",0.2857142857142857
122,"['karan', 'johar', 'alia', 'kareena', 'ranbir', 'kapoor', 'sonam', 'kapoor', 'toxic', 'people', 'elite', 'priviledge', 'club', 'mock', 'outsider']",0.0
123,"['stop', 'watch', 'nutcase', 'movie', 'long', 'back', 'absolutely', 'disgust']",0.05000000000000001
124,"['boycott', 'every', 'film', 'whereve', 'grade', 'karan', 'johars', 'name', 'come']",0.0
125,"['bollywood', 'also', 'hinduphobic', 'want', 'muslim']",0.0
126,"['sabse', 'kamin', 'tatti', 'hai', 'karan', 'johar']",0.0
127,"['exactly', 'bhai']",0.25
128,"['karan', 'johar', 'shed', 'crocodile', 'tear']",0.0
129,"['apne', 'aap', 'chala', 'jayega']",0.0
130,"['karan', 'johar', 'ka', 'flim', 'mat', 'dekho']",0.0
131,"['yes', 'throw', 'karan', 'johar', 'industry']",0.0
132,"['amjad', 'khan', 'kadar', 'khan', 'son', 'flop', 'one', 'film', 'actor', 'u', 'need', 'u', 'khan', 'kapoor', 'surname']",0.0
133,['true'],0.35
134,"['saransh', 'singh', 'ur', 'word', 'r', 'point', 'towards', 'important', 'anglethanks', 'didnt', 'get', 'logic', 'man', 'understand', 'ppl', 'coil', 'thier', 'peer', 'find', 'blame', 'north', 'indian', 'doesnt', 'come', 'logic', 'gang', 'nature', 'organismsnot', 'big', 'issue', 'happen', 'place', 'thing', 'nepotism', 'touch', 'climax', 'im', 'say', 'death', 'angle', 'nepotism', 'yessome', 'r']",0.2
135,"['logic', 'man', 'dont', 'speak', 'anything']",0.0
136,['nepotism'],0.0
137,"['punjab', 'punjabi']",0.0
138,"['pathetic', 'comment', 'think', 'bolne', 'se', 'pehle', 'soch', 'toh', 'liya', 'karo']",-1.0
139,"['industry', 'every', 'industry']",0.0
140,"['r', 'much', 'generalise', 'family', 'relation', 'mafia']",0.2
141,"['komal', 'look', 'namard']",0.0
142,['boycottallbollywoodmovies'],0.0
143,"['justice', 'sushant', 'singh', 'rajput']",0.0
144,"['isnt', 'cbi', 'police', 'probe', 'thismystery']",0.0
145,"['iagreeehe', 'sushant', 'singh', 'rajputwho', 'get', 'famemoneyeducated', 'young', 'boywhile', 'aliveacted', 'hit', 'tvmovies', 'suddenly', 'get', 'keave', 'worldnoidont', 'buy', 'thissomerging', 'else', 'happensitlooks', 'like', 'bollywood', 'jealousy', 'coverup', 'murder']",0.05
146,"['komal', 'nahata', 'samir', 'soni', 'spineless', 'creature', 'agree', 'bloody', 'lickers']",-0.8
147,"['police', 'tell', 'medium', 'hide', 'dead', 'picture', 'sensitive', 'truth', 'want', 'hide', 'murder', 'case']",-0.05
148,"['way', 'go', 'brother']",0.0
149,"['grey', 'hound', 'well', 'say', 'bro']",-0.05
150,"['grey', 'hound', 'ary', 'bhai', 'mean', 'ruin', 'upcoming', 'movie', 'make', 'poor', 'edit', 'audio', 'buy', 'rat', 'review', 'etc']",-0.25416666666666665
151,"['sagar', 'k', 'nepoti', 'gang', 'lame', 'make', 'single', 'movie', 'like', 'moreover', 'mind', 'enough', 'even', 'remake', 'pretty', 'face']",-0.08035714285714285
152,"['im', 'daam', 'sure', 'nepoti', 'gang', 'ruin', 'movie', 'pay', 'director', 'producer', 'editor']",0.5
153,['boycottallbollywoodmovies'],0.0
154,"['true', 'edge', 'tomorrow', 'time', 'favorite', 'movie', 'bollywood', 'suckssee', 'name', 'suck', 'toosuckwood']",0.425
155,"['madhura', 'kamat', 'bollywood', 'rather', 'karan', 'joharsalman', 'khanekta', 'kapoor', 'moviesthey', 'act', 'like', 'mafia']",0.0
156,"['boycott', 'bollywood']",0.0
157,"['police', 'tell', 'medium', 'hide', 'dead', 'picture', 'sensitive', 'truth', 'want', 'hide', 'murder', 'case', 'medium', 'police', 'bik', 'chuka', 'hain']",-0.05
158,"['yesit', 'murderhis', 'expression', 'suicide']",0.0
159,"['exactly', 'true']",0.35
160,"['true', 'sir']",0.35
161,['true'],0.35
162,"['nepotism', 'visible', 'india', 'india', 'progress', 'educate', 'people', 'go', 'u', 'australia', 'poor', 'forever', 'poor', 'rich', 'people', 'india', 'continue', 'exploit', 'poor', 'shame', 'look', 'olympic', 'many', 'gold', 'medal', 'india', 'look', 'small', 'country', 'like', 'korea', 'campare', 'rich', 'selfish']",-0.08750000000000001
163,"['let', 'people', 'breathe', 'society', 'must', 'play', 'role', 'discriminate', 'work', 'singtel', 'optus', 'sydney', 'year', 'nobody', 'stand', 'even', 'australian', 'society', 'aussie', 'citizen', 'family', 'man', 'young', 'kid', 'leave', 'australia', 'income', 'though', 'work', 'singtel', 'optus', 'become', 'global', 'process', 'kick', 'work', 'discriminate', 'humiliate']",0.03333333333333333
164,"['tell', 'globally', 'virus', 'maintenance', 'guy', 'ceo', 'k', 'bu', 'lot', 'competition', 'day', 'thing', 'content']",0.0
